question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,subdomain,age_group,pedagogical_subdomain,year,secondary_category,question_id_original,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-preview-09-2025,Latency_gemini-2.5-flash-preview-09-2025,TokensUsed_gemini-2.5-flash-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-preview-09-2025,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium
142,Pedagogy Benchmark Luganda,"Soma embeera eno wammanga:
Mu kibiina eky’okuna, omusomesa akola omulimu oguddako n’abayizi be mu somo ly’ekibalangulo:
1. Bakola ebibinja by’emiti gy’oluyeye 10, bye basiba ne tepi emmyufu.
2. Oluvannyuma, bakola ebibinja bya 10 nga birimu ebibinja by’emiti egisibiddwa ne tepi emmyufu. Bino bisibwa ne tepi eya kiragala.
3. Mu nkomerero, bakola ekibinja ekipya ekya 10 nga kirimu ebibinja ebisibiddwa ne tepi eya kiragala. Bino bisibwa ne tepi eya bbululu.
Ku nkomerero ya buli mutendera, omusomesa abuuza: ""Emitti gy’oluyeye emeka gye balina nga gisibiddwa ne tepi?"".
Kigendererwa ki omulimu ogwo waggulu kye gusuubira okukulaakulanya?
","Tegeera nti ekikolwa eky'okwegatta kigendana n'okugatta.
","Tegeera omugatte gw'omuwendo ogw'ekifo ky'ennamba mu namba.
","Tegeera engeri енти eya namba ey'ekumi gy'ezimbibwa.
","Tegeera engeri ennamba gy’eyawulwamu okusinziira ku muwendo gw’ekifo kyayo.
",,,,C,Maths,Teaching strategies,Primary,,,,535,B,3.545447600001353,1299,3,0,B,0.5298026999953436,1298,2,0,D,6.194397600003867,1810,660,640,B,2.969926499994472,1814,471,492,B,9.249365800002124,1671,333,,C,2.4999937000029604,1467,4,0,C,4.809677500001271,2204,1,915,B,0.924782599991886,1289,1,,C,15.530699199996889,2300,,1012,C,3.971781100030057,1292,142,132
143,Pedagogy Benchmark Luganda,"Soma embeera eno: Omusomesa w’ekibiina eky’okuna mu pulayimale agenda kukolera wamu n’abayizi be okugonjoola ebikwatagana eby’omutendera ogumu nga bakozesa okugatta n’okwawuza, kale nno ayagala okubanjulira, ku ntandikwa y’ekibiina, omukolo ogukubiriza okumanya kw’abayizi kwe baalina edda okukwatagana n’omutwe guno era gubayambe okumanya ebipya obulungi. Ku mikolo gino wammanga, gumu ki gusobozesa omusomesa okutuukiriza ekigendererwa ekyateesebwa?",Manya enkolagana ey'okwetoloola wakati w'okugatta n'okwawuza,Kola okugatta ng'okozesa enkola y'okwabuluza,Laga ebizibu ebitatera kubaawo ebirimu okugatta n’okwawuza,Tebereza eby’okuddamu mu kugatta n’okwawuza ng’okozesa obwongo.,,,,A,Maths,Teaching strategies,Primary,,,,536,A,1.8124193000039668,1213,3,0,A,1.0098161999994772,1212,2,0,D,8.41068400000222,1914,850,832,C,29.358092499998747,1937,672,669,A,13.278886400003104,1785,518,,D,2.4506904000008944,1363,4,0,A,4.751868600003945,2055,1,852,A,0.9223974000051384,1203,1,,A,10.483335900004022,1924,1.0,721,A,3.499244300008286,1171,107,97
144,Pedagogy Benchmark Luganda,"Soma embeera eno wammanga: Omusomesa alimu okusomesa enkula yebibalo ebyenjawulo , ngasinga kuteeka siira ku nkwataganya  yebibalo mu kika ekyimu . Bikwataganye ki ebifanana mu bika byona ebya trapezoids omusomesa byalina okyogera eri abayizi be?",Enkwanizo yazzo yenkanankana .,"Enjuyi bbiri zezitakonagana.
 
Luganda Answer
Enjuyi bbiri zokka ze ziba zenkanankana.",Enjuyi bbiri zokka ze ziba zenkanankana.,Ebigatte byombi ebyenjuyi ezikontana tezeesanga.,,,,B,Maths,Student understanding,Primary,,,,540,C,1.541091699997196,1119,3,0,C,0.5482684999951744,1118,2,0,C,11.435804699998698,2224,1235,1216,B,37.00502979999874,2034,874,872,B,9.339938600001917,1480,320,,B,3.612375199998496,1258,4,0,B,3.717613100001472,1746,1,637,C,1.0257621000055224,1109,1,,B,109.49696479999692,9702,178.0,8416,B,3.824370199989062,1143,154,144
145,Pedagogy Benchmark Luganda,"Soma omulimu oguddako: Mu kitundu kya 'Empalirizo z'ekibalangulo n'okukwanisa', omusomesa w'abaana abato akola ku mutindo gw'ebintu. Okukola kino, agenda kuwa abaana ebintu ebirimu ebintu bibiri ebikyuka n'ekintu kimu ekitali kyakyuka, basobole okukola emisono gyabwe. Nga twekenneereza embeera ennyonnyoleddwa, kiki ku bintu bino ekyetaagisa okukozesebwa abaana okukola olukalala olulina ebintu ebiragiddwa?",Emipiira eminnene n'mintono egy'embala bbiri: omummyufu n'ogwa kyenvu.,Emmunyeenye emmyufu ennene n'emmunyeenye ezakiragala entono,Obukopo obwo'kunyweramu obwenkana no'bwa langi ebiri:akeeru na'kakiragala,"Fooko ennene ne ntono,ejiiko ennene ne ntono",,,,A,Maths,Teaching strategies,Pre-primary,,,,542,C,2.073935899999924,1190,3,0,A,0.673552699998254,1189,2,0,A,10.04304769999726,2231,1171,1152,B,28.157783999995445,1808,562,656,B,11.718862900001112,1679,436,,C,3.306756400001177,1355,4,0,A,7.961641400004737,2696,1,1516,A,0.9571277999930315,1180,1,,A,27.25822060002247,3364,1.0,2184,A,7.463372799975332,1390,330,320
146,Pedagogy Benchmark Luganda,Omusomesa akoze wamu n'abayizi ku kibalangulo kya 'quadratic' era ayagala okwekeneenya oba balina obusobozi okulaga oluganda wakati w'ekibangululo kino n'embeera za bulijjo. Ku mirimu egiweereddwa wammanga ogunaasinga okubayamba okutuukiriza ekiruubirwa kyabwe.,"Abayizi bakola ebikunizo eby'enjawulo ebikwaata ku nkola za kiyunkyo ezikwatagana n'omugereko ogw'okubiri.
","Abayizi bamala okutegeera enkola za kiy квадратик ezikola модели z'embeera ez'enjawulo.
","Abayizi balondoola okuva ku ggalafu ebipimo ebya waggulu ennyo, ebipimo ebya wansi ennyo, n'emirandira gy'emikwanagiro gya kkyuwaaddiriki.
","Abayizi basiiga ebifaananyi by'emikwanjo egya kiyunifu egikiikirira embeera ezabulijjo era ne beekebejja ebipimo byagyo.
",,,,B,Maths,Assessment,Secondary,,,,550,B,3.328214400004072,1213,3,0,B,0.5334462999962852,1212,2,0,D,7.21670350000204,1924,851,832,B,7.907629599998472,1528,266,347,B,10.453059700004816,1611,346,,D,2.669490499996755,1375,4,0,D,3.807504299998982,1928,1,725,B,0.9230240000033518,1203,1,,D,18.443696299975272,2401,1.0,1198,D,2.72648080001818,1150,77,67
147,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okusatu yassaawo ekiruubirirwa mu kibiina kye nti abayizi be baddemu ebibuuzo by’okubala ebiva mu mizannyo gya luddo. Ku lw’ekyo, baakola ebibuuzo ebisobola okuddibwamu okuyita mu kugezesa. Mu bibuuzo bino, omusomesa bye yabuuza abayizi, kibuuzo ki ekirimu okukola okwegezesa okw’obutabanguko okukiddamu?","Bw’oba ozinguludde luddo emirundi amakumi abiri, emirundi emeka obwenyi obutunuulaganye gye bugatta obubonero musanvu?","Bw’oba ozinguludde luddo emirundi amakumi asatu, emirundi emeka obubonero mukaaga we bulabikira ku ludda olw’oku ntikko?","Bw’oba ozinguludde luddo emirundi amakumi abiri, bwe bungi bw’obubonero obusinga obungi obusobola okufunika nga obugatte bw’ebyengulu by’eddadiro ebiri waggulu?","Bw’oba ozinguludde luddo emirundi amakumi asatu, mugabo ki ogw’okuba ebyenyi waggulu bigatte wamu bibeere wansi w’obubonero amakumi asatu?",,,,B,Maths,Teaching strategies,Primary,,,,555,C,2.6865682000061497,1281,3,0,C,1.075579700001981,1280,2,0,B,15.848326199993608,3255,2131,2112,B,52.08507200000168,3147,1811,1991,C,8.092189299997699,1611,283,,D,2.8999314999964554,1436,4,0,B,6.040668499997992,2326,1,1055,A,0.965070399994147,1271,1,,B,15.991648699971847,2430,1.0,1159,B,6.323276499984786,1337,213,203
148,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okusatu agenda kukebera oba abayizi be bayize okukola ebipande ebiraga omuwendo (ba chati) nga bakozesa ekigera. Mu ngeri zino wammanga, ngeri ki omusomesa gy’asaanidde okukozesa okukakasa nti ekyo kye yabadde ayigiriza abayizi bakimanyi?",Banoonyereza ku data ekuŋŋaanyiziddwa okuzimba ekyaati ennyangu erina ekigero.,Basalawo ekigeranyo ekituufu ku busimba n’obugalamiro bw’ekyaati okusinziira ku deta eriwo.,Bategeka data ebakung'aanyizza mu ngeri entuufu nga tebannagireeta mu chaati erina ekigero.,Bakola olukalala lw’ebibuuzo olubasobozesa okufuna data amala okubasobozesa okukola akabonero akangu ako lunyiriri nga balina ekigero.,,,,B,Maths,Assessment,Primary,,,,556,A,0.8359931000013603,1193,3,0,B,0.5023799000045983,1192,2,0,B,5.868320000001404,1644,595,576,B,1.7805108000029577,1569,329,424,C,9.1870590000035,1522,290,,C,2.82576560000598,1343,4,0,A,4.591582399996696,1997,1,814,C,0.9130545999942116,1183,1,,A,36.82390389998909,3968,1.0,2785,B,3.8982152999960817,1190,141,131
149,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’omwaka ogw’okubiri ateekateeka ekibuuzo ky’ekitundu kya Jjometri era nga kigenda kubaamu omulimu ogugenda okusobozesa okufuna amawulire agakwata ku mutendera gw’okuyiga abayizi be gwe batuuseeko nga bageraageranya ebifaananyi ebya 2D. Ku mirimu egiddwa wano, gumu ku gujja kusobozesa omusomesa okukebera okuyiga okwogeddwako?
",Noonya ebintu mu magazini ebifaanana  enkula ya  2D  e'byenjawulo era obiteme mu.,"Lambaaza enjuyi z'ebintu eby'embala ezitaliiko bugulumivu era obale.
","Londa ekibinja ky'ebifaananyi ebya 2D okusinziira ku muwendo gw'enjuyi ze birina.
","Londa ebifaanaanyi bya 2D ebikwatagana n’endabika y’ebyengulu by’ebintu ebimu ebya 3D
",,,,C,Maths,Assessment,Primary,,,,559,D,0.823128000003635,1210,3,0,C,0.4696340000009513,1209,2,0,C,5.261589400004596,1531,467,448,B,5.033234100003028,1486,222,267,D,8.952658599999268,1551,293,,C,2.7930610999974306,1367,4,0,C,4.04785379999521,1908,1,708,C,1.1042785000026925,1200,1,,C,12.48559999995632,1934,1.0,734,C,3.866946700029075,1219,155,145
150,Pedagogy Benchmark Luganda,"Mu kibiina kya P.3, omusomesa aleeta essomo ng’alina ekigendererwa ky’okuyigiriza abayizi okutegeera ekkoona mu butonde obubetoolodde n’okubalirira obunene bwazo, ng’akozesa ekkoona elya 45◦ ne 90◦ nga akabonero. Mu kutumbula essomo, omusomesa yakubye emigga esatu egyetoolodde ku lubaawo okulaga enjawulo mu bipimo byazo. Oluvannyuma yabuuza oba balaba ku ngulu ezo mu bulamu bwabwe obwa bulijjo. Omuyizi omu yaddamu: Bwe nzina mu muzanyo, omusomesa atusaba okukyusa omubiri gumu ku gumu, era abikuba ku lubaawo mu ngeri y’emu. Nga tutunuulidde okutuukiriza ekigendererwa ky’essomo, kuddamu kw’omusomesa kwani okusinga okukozesa obulungi okuyingira kw’omuyizi?",Tulage nga okozesa olubaawo ekifananyi ekiraga okukyusa okwa kimu kya kubiri! Engeri ki eyekoona  ekolebwa n'okukyusa okwa kimu kya kubiri?,Tulage omutendera ogulinga ekitundu ky'okukyusa mu Cueca! Ekitundu ky'okukyusa kiba diguli mmeka?,Tulage ku lubaawo ekifananyi ekiraga okukyuka okwa kimu kya kubiri! Mu mbeera endala ki gye walabye okukyuka okwa kimu kya kubiri?,Tulage omutendera ogukwatagana n'ekitundu ky'okukyusa omubiri mu kuzina! Ekitundu ky'okukyusa omubiri kikwatagana n'engero esinga oba etasinga ku 90◦?,,,,D,Maths,Teaching strategies,Primary,,,,560,A,2.3542282999987947,1392,3,0,B,1.121669699998165,1391,2,0,D,11.122254499998236,2610,1363,1344,D,11.178250899989507,1896,429,498,D,12.546107400004985,1849,397,,D,2.3560429999997723,1577,4,0,B,5.759158499997284,2536,1,1154,A,0.9757894999929704,1382,1,,D,13.755530499969607,2435,1.0,1053,D,5.459395999961998,1425,178,168
151,Pedagogy Benchmark Luganda,"Omusomesa atadde ekibinja kye eky’abaana abato mu mwetooloole okuzannya omuzannyo gw’ekibalangulo. Okukola kino, akozesa akabokisi akalina akatimba n’obubonero bwa kkadiiboodi; mu muzannyo, ayingiza obubonero obwo kimu ku kimu mu katimba k’akabokisi, ng’akubiriza ekibinja okubala mu ddoboozi erigulumivu. Bw’amala okuyingiza obubonero, abuuza: Mu kabokisi mulimu obubonero bwemeka? Oluvannyuma, akunkumula akabokisi, n’ayiwa obubonero ku kapeti era n’addamu okubuuza: Ku kapeti kuliko obubonero bwemeka? Ku bikwata ku bumanyirivu bw’okuyiga obunnyonnyoddwa, kiki ku bukugu bw’ekibalangulo omusomesa bw’akubiriza mu balenzi n’abawala abali mu kibinja kye?",Okugeraageranya,Okutegeera ennamba,Okulonda Ennamba mu nteekateeka entuufu,Okukuuma omuwendo,,,,D,Maths,Teaching strategies,Pre-primary,,,,561,B,2.241586299998744,1233,3,0,D,0.5574457999973674,1232,2,0,D,13.847579100001894,2844,1747,1728,A,6.1917843999981415,1664,383,421,D,7.318193700004485,1515,236,,D,3.226220299999113,1398,4,0,D,4.913501100003487,2137,1,914,B,1.0159746000135783,1223,1,,D,11.843862700043246,2024,1.0,801,D,3.8180792999919504,1145,48,38
152,Pedagogy Benchmark Luganda,Kwolesa ki omwana kwa alaga nti akulaakulanye mu kukuuma omuwendo gw'ekintu?,"Esteban aweereddwa ekibinja ky'obbalaasi munaana, abala era nagamba nti ziri munaana. Oluvannyuma, abuuzibwa okulaga omuwendo gw'obbalaasi ze yabaze ku lukalo lw'ennamba. Esteban alaga n'olugalo lwe ennamba munaana.
","Emilia aweereddwa ekibinja ky'obukubusi buna, abwetegereza n'agamba omuwendo gwabwo. Oluvannyuma, obukubusi obulala busatu bwongerwako ku kibinja ekyo n'abuzibwa: obukubusi bwonna bwe nnina bwemeka? Emilia agamba nti waliwo obukubusi musanvu.
","Javiera aweereddwa akabinja k'obukomera butaano, abutunuulidde nagamba nti buliwo butaano. Oluvannyuma, alagiddwa akabinja k'emitayimbwa mukaaga era abuziddwa: mu kabinja kano mubaamu ebintu bimeka?, era ng'abala kinnoomu agamba nti mukaaga.
","Juan alagiddwa ebibatu mukaaga, n'abibala kinnoomu n'agamba nti biri mukaaga. Oluvannyuma, ebibatu bitwaliddwa ne byawulwamu ebibinja bibiri ebyenkanankana era n'abuzibwa: nina ebibatu bimeka muwera? Amangu ago Juan agamba nti biri mukaaga.
",,,,D,Maths,Student understanding,Pre-primary,,,,563,B,0.7699068000001716,1325,3,0,D,0.5403912000037963,1324,2,0,D,9.613306600003853,2338,1169,1152,D,90.1380152000056,2054,668,789,D,15.071495299998787,1642,274,,D,2.2365616999959457,1496,4,0,D,4.899537400000554,2337,1,1022,B,0.8558224000007613,1315,1,,D,7.670057299954351,1746,1.0,431,D,2.989334499987308,1238,69,59
153,Pedagogy Benchmark Luganda,"Omusomesa w'ekibiina ekya siniya eyokubiri  Ali mu nteekateeka z'ekibiina ,ezilina ekigendererwa ""Okugonjoola ebizibu nga tukozesa obutenkanankana obutereevu obulina ekintu kimu ekitamanyiddwa"". Nga tumanyi nti mu bibiina ebyayita baagonjoola obutenkanankana obutereevu mu kintu ekikyuka kimu, ku bikolwa bino wammanga kiki ekiyinza okuba ekituufu okukolebwa mu nkulaakulana y’ekibiina, nga tukuumirawo okutambulira awamu n’ekigendererwa ekyogeddwa waggulu?","Ggonomola obutenkanankana nga okukozesa akakodyo k'ekifaananyi era weekenneenye ebijjaamu.
","Letaawo ekizibu , n'ebayizi bano , okole obutenkanankana obuyinza okusobozesa okugonjoola ekizibu n'okikuba mu gulaafu.","Nnyonnyola akabonero k'obutenkanonkano n'amakulu g'ebintu eby'enjawulo ebiyinza okuba nga by'omukyusabukyusa kiyinza okuba nga kitwala, nga bwe buweereddwa embeera.
","Waayo ebibuuzo ebikwata ku  obutenkanankana , omale obigonjoole Eli akaguli ,nga olaga ebibadde ebikalubo, okusinzira ku kumanyako okukadde.",,,,B,Maths,Teaching strategies,Secondary,,,,564,B,2.365030999993905,1317,3,0,B,0.5008354999954463,1316,2,0,C,7.4227380999946035,1955,787,768,A,16.58780690000276,2278,901,944,B,9.956978899994285,1686,317,,D,2.4738512999974773,1484,4,0,B,5.0777376999976696,2192,1,885,B,1.1309149000007892,1307,1,,B,105.75848720001522,9072,1.0,7765,B,3.692521999997553,1281,113,103
154,Pedagogy Benchmark Luganda,"Omusomesa ku mutendera ogw'okubiri ategese ekigendererwa ky'ekibiina wammanga:""Okuteebereza ekibaawo ku kigero Kya amazzi agakyusibwa mu konteyina endala."" Ku mirimu egiweereddwa wammanga guliwa ogwandikoledde abayizi okwolesa okusobola okutuukiriza ekigendererwa ekiragiddwa?","Kola ebyo ebibaawo ku buziba bw'amazzi obumu bwe butwalibwa mu kintu ekirala, era osale ebifananyi by'ebivuddemu mu katabo kaabwe.
","Laga ebyavaamu bye bayinza okufuna nga bakozesa ebintu ebisatu eby'enjawulo okuyiwamu amazzi, oluvannyuma okubissa mu nkola.
","Tegekera omulimu omwangu mwe balina okupima obungi bw'amazzi ne bagateeka mu bintu eby'enjawulo, nga bawandiika bye balaba.
","Okakasa nti omuwendo gw'amazzi gusigala nga gwe gumu oluvannyuma lw'okuguyiwa mu bintu eby'enjawulo, oluvannyuma muyanjule ebyo bye muzudde mu lukiiko olukulu.
",,,,B,Maths,Assessment,Primary,,,,568,C,2.620962300003157,1253,3,0,A,0.4943557000005967,1252,2,0,C,10.023874400008935,2205,1107,1088,B,9.414305199999944,1557,266,357,C,10.03782990000036,1623,334,,C,2.5544387999980245,1407,4,0,A,9.919309800003248,3081,1,1838,D,0.9568870999937644,1243,1,,B,17.616393200005405,2667,1.0,1424,D,2.988997999986168,1209,111,101
155,Pedagogy Benchmark Luganda,ku bino wammanga guliwa ogusinga okuba omulungi okukozesebwa mu kukola ku namba za digiti ebbiri okusinziira ku nsengeka yaazo mu kibiina eky'okubiri?,ensengeka mu kumikumi,Ebinusu bya doola 10 ne 1,obuwayi obwa langi ebbiri eze'njawulo,ekipande ekitambuzibwa ne namba ezisobola okusimuulwako,,,,A,Maths,Teaching strategies,Primary,,,,569,A,2.708010199996352,1059,3,0,A,0.4819319000016548,1058,2,0,A,4.561054599995259,1335,403,384,A,10.872564200006307,1589,493,486,B,11.81931060000352,1543,448,,B,2.4406701999978395,1184,4,0,A,4.285817800002405,1760,1,711,A,0.8163728000072297,1049,1,,A,8.657718900009058,1553,,505,A,5.027803299948573,1097,165,155
156,Pedagogy Benchmark Luganda,"Bwembeera nina enkoko mukaaga era nga buli emu nga erina amagulu abiri,mu mugatte awamu gali amagulu ameka?","Watuuse ku namba entuufu, naye waliwo engeri endala ey’okukiikiriraamu ekizibu kino? Kuba ekifaananyi ekiraga embeera eno ate okigeregeranye n’ebyo by’ofunye. Waliwo enjawulo yonna?
","Ebyo by'ozzeemu byonna bituufu, naye okijjukira nti mu mmeeza z'okubisa emirundi 2 ne 6 kye kimu n'emirundi 6 ne 2? Bifaanagana, naye si kye kimu mu kibazo kino. Okitegedde?
","Ebyavaamu bituufu, naye olowooza okwolesa okukubisa nga weekozesezza ebintu byonna ebyetaagisa? Weetegereze nti owandiise ""emirundi 2 mu 6"" so si ""emirundi 6 mu 2""
","Omuwendo gwe obaze mutuufu, naye okakasa nti wagoberedde buli ntambwe okukola ekibuuzo? Ddamu weetegereze okulaba entambwe ki gwe wasubwa.
",,,,A,Maths,Assessment,Primary,,,,572,C,1.5167292000041923,1242,3,0,C,0.6672034000002895,1241,2,0,B,20.062723600000027,3168,2067,2048,C,10.76507270000002,1699,400,475,B,15.508798499999102,1656,361,,C,2.514963699999498,1402,4,0,B,6.897080700000515,2606,1,1374,C,0.96890710000298,1232,1,,B,85.62872769997921,7869,1.0,6637,A,5.303812900034245,1304,203,193
157,Pedagogy Benchmark Luganda,"Omusomesa wa abaana abato ali kukola ku nnamba okuva ku emu okutuuka kukkumi, nga asaba abaana okumalayo ensengeka y'omuwendo nga bayita mu luyimba ""Enjovu emu okubalansinga"". Kati, okukola ku kalidinaali, abayita bonna mu luggya okuzannya nga enjovu. Ku mbeera eweereddwa, muzannyo ki ku gino wammanga oguyinza okukozesebwa okukola ku musingi gw'omuwendo?","Kola amaka g'enjovu, ogabunge okusinziira ku muwendo omulagirwa omusomesa.
","Geereza omuzeeyi bw’ali ewala, era gerera olubalalo lw’entambula lw’alina okukola okumutuukako.
","Tambula mu nnyiriri z'enzige, ng'obala amadaala ge bakuba okusinziira ku namba omusomesa gy'alaga.
","Kola ennyiriri z'enjovu, nga zeekakasa okuva ku nene okudda ku ntono oba okuva ku ntono okudda ku nene, okusinziira ku ekyo omusomesa ky'alaga.
",,,,A,Maths,Student understanding,Pre-primary,,,,578,D,0.8157141000046977,1239,3,0,A,0.5312429000041448,1238,2,0,A,11.300588700003573,2396,1299,1280,B,6.913878300008946,1766,477,626,A,9.220314500002132,1573,287,,D,2.2997280999989016,1384,4,0,A,4.81304889999592,2090,1,861,D,0.9188922999892384,1229,1,,A,13.001788900000976,2153,1.0,924,A,5.229782400012482,1284,187,177
158,Pedagogy Benchmark Luganda,"Omusomesa ku mutendera ogw'omunana akola wamu n'abayizi be kukubisa n'okubagiza,ennamba ez'omugatte. Mu kiseera ky'ekibiina, omuyizi alaga nti""Ddala kisoboka okuddamu okuddamu okubaawo nga nkubisizaamu ensonga bbiri ennungi? Nyinyonyola ki ey'omusomesa wammanga esobola okuddamu omuyizi ate era wamu n'okwanguyiza okutegeera ekyogeddwako mu kibiina","Ekibinja ky'ennamba eziteekeddwa mu mutindo gwa kyesiguzo kyeyongerwako ku kibinja ky'ennamba eza bulijjo; n'olwekyo, ekyava mu mpalizo z'ennamba eziteekeddwa mu mutindo gwa kyesiguzo ezirungi kikuuma obulungi bwazo. Ka tukole eky'okulabirako nga tukuba \(\frac{7}{3} \cdot \frac{5}{2}\)
","Okusinziira ku makulu, ekyava mu kubisa namba ennungi bulijjo kiba kirungi; n’olwekyo, ekyava mu kubisa namba ezisondeka ennungi nazo zikola ku kiragiro kino. Ka tukole ekimu ku kyokulabirako eky’okubisa \(\frac{7}{2} \cdot \frac{5}{3}\)
","Ekinunulo ky'ebigera ebirambulukufu ebirungi kiba kinene okusinga ebintu ebigendereddwaamu singa byombi biba binene okusinga 1; n'olwekyo, kimale okuba nti ekintu ekimu kiba kitono okusinga 1 ekintu kino kireme okukola. Ka tukole eky'okulabirako eky'ekigendereddwaamu kya \(\frac{3}{4} \cdot \frac{5}{2}\)
","Okukiikirira ekifaananyi eky'ekibala ky'emiwendo ebiri egiri waggulu wa ziro kigwa mu kwegatta kw'ebifaananyi bya buli kimu ku miwendo egyo; n'olwekyo, ekyo ekivaamu kiba kisaanye okuba ekitono okusinga egyo. Ka tukole eky'okulabirako nga tukozesa \(\frac{3}{4} \cdot \frac{2}{5}\)
",,,,C,Maths,Student understanding,Secondary,,,,579,A,2.941255999998248,1523,3,0,A,1.0099354999983916,1522,2,0,D,9.590134199999738,2481,1108,1088,B,14.333054500006256,2910,1325,1383,D,16.15267799999856,1908,336,,D,3.2821038000038243,1717,4,0,D,7.796263199998066,3110,1,1597,D,1.0125833000056446,1513,1,,C,24.57160110003315,3339,1.0,1826,C,10.971505300025456,1801,428,418
159,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’omusanvu alina ky’ayigiriza ku y'omuwendo gw’ennamba nga tezirina nyongelezza. Bw’abadde ng’akola olusoma olumu olwabadde ku lubaawo, omuyizi omu amubuuza: “Lwaki ebyavaamu biba mu negatiivu ng'ate waliwo akabonero ka negatiivu mu maaso g'omuwendo gw'ekintu? Wagamba nti omuwendo gw'ekintu gwonna guba mu pozitiivu, kale simanyi lwaki ekyo kiba bwe kityo.” Mu nnyonyola zino wammanga, nyonyola ki eddamu ekibuuzo kino mubutuufu, ng’ekozesa olulimi omuyizi w’ekibiina eky’omusanvu lw’asobola okutegeera?","Akabonero aka negatiivu  akali mu maaso g'ekiwandike kitegeeza ""omuwendo ogwongerwako ogwa inverse."" Okuva absolute value bulijjo kubeera nene oba okwenkana ne zeero, omuwendo gwayo ogwongerwako ogwa inverse bulijjo guba muto oba okulingana ne zeero.","Akabonero aka negatiivu nga kali mu maaso g’ekigambo kitegeeza nti “kyusa akabonero.” Okuva omutindo ogwa absolute value gubeera gusingako  oba gwenkana ne zeero, okukyusa akabonero kivaamu omuwendo ogutasingako i oba ogwenkana ne ziro.","Akabonero ka negatiivu mu maaso g'ekigambo kyenkanankana n'okukozesa etteeka ly'obubonero mu kubisaamu ennamba nzijuvu. Okuva omutindo ogwa kyenkanyi bulijjo guba mukulu okusinga oba gwenkana ne ziro, nga bwekituukana nti ""ennamba ennungi bw'ekubisibwa mu mbi kivaamu mbi,"" ekivaamu bulijjo kiba kito okusinga oba kyenkana ne ziro.","Akabonero aka negatiivu mu maaso g'ekigambo kyenkanankana n'okuba n'ennamba eri negatiivu mu maaso. Okuva omutindo ogwa ddala bulijjo guba mukulu okusinga oba gwenkanankana ne ziro ate akabonero akabi kakyusa akabonero munda mu buteebentezi, omuwendo gwakyo bulijjo guba muto okusinga oba gwenkanankana ne ziro.",,,,A,Maths,Student understanding,Secondary,,,,580,B,0.7295598000055179,1557,3,0,A,0.4949892000004183,1556,2,0,B,4.837104200007161,1928,531,512,D,16.78636899999401,2402,766,1002,B,9.455224800003634,1894,273,,D,2.9680961999983992,1755,4,0,B,7.55137019999529,3038,1,1491,B,1.0954650000057882,1547,1,,A,49.931220500031486,5169,2.0,3621,C,4.2277502999641,1545,148,138
